,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
5227,qsWxbgQwuomXvMseg23DGg,1,2008-08-21,3,t2V2GgAs5RvF6k7xM2kp4Q,1,"I go to Hooter's every now and then with the husband to get some drinks and appetizers. The food is never why we go here so I am not going to comment on it in this review, it is neither good or bad, just average.

What was hard to take were the girls they have working here. In any other eating place I could care less about appearances and focus on cleanliness and friendliness of our server. But this is after all...Hooters.

The uniforms are mentioned in another review and this is what caught my eye as well. Shorts either baggy or just not flattering to the shape that is squeezed into them. Runs in panty hose...very tacky...and the tank tops were dingy.

There was only one cute girl that was serving and the hostess was adorable. The rest were frightening. One girl's face was peeling from what looked to be a horrible sunburn...it was so disturbing. Our waitress had acne all over her face and chest...very unappetizing. The attitudes of these girls brought the mood of the place way down.These girls need to at least smile and try to be friendly.

Needless to say we will most likely not return to this Hooters...sorry ladies.",review,5,JkMOQaMjlBHMqp6gj-hL3w
5235,qsWxbgQwuomXvMseg23DGg,0,2010-07-11,0,iVTBGLbh2M7LmS-M0USapA,1,"Stay away from this hooters. Bad food, bad service. Bleh!",review,2,AGUzvg1XorMJpcVG-N0ZOw
5238,qsWxbgQwuomXvMseg23DGg,0,2010-08-08,0,y1R1Cpis1VxumdKmgUwSbA,1,"The only reason that I'm giving this place even one star is that they show UFC pay-per-view with no cover. 

I've been here with friends about three times now, two of them to watch a fight, the other time because it was the only place within walking distance that had food.  All three times our waitress was rude and largely absent.  I'll add that we are really not into the whole TnA aspect of this restaurant, and treat our waitress like any other waitress.  No ogling, no rude comments, none of that immature bullshit.

We went here last night from 7pm until a little after 10pm, and didn't get a refill on water until just before we left, even though I'd downed the first cup within ten minutes of arriving and also ordered ""hot"" wings (the Daytona, which is hot sauce and bbq sauce mixed together, I guess.  Not hot at all).  The wings are tiny and completely overcooked.  I do not recommend these at all.

Friend #1 ordered the boneless wings, which are a joke.  I ordered them last time and assumed it was just a fluke when they brought out a plate of ten tiny (smaller than Chicken McNuggets) hardened pieces of overcooked chicken.  I'm not the type to send things back at restaurants, so I just tried to pretend that I was eating some sort of food, and not little pieces of rubber.  However, Friend #1 received the same thing this time.  Tiny pieces of very chewy....chicken?  Maybe.  I do not recommend these at all.

Friend #2 ordered a dozen hot wings.  Took just shy of an hour for them to arrive.  The waitress would pop up every fifteen minutes or so, and say something like, ""Oh my gosh, they haven't brought those yet?""  When they did come out, they were tiny and overcooked, and also quite cold.  I do not recommend these at all.

Overall, the worst restaurant in Phoenix, I think.  If they didn't offer the fight with no cover, they'd have literally no redeeming value.  I'm just going to Buffalo Wild Wings next time (they have a $5 cover and a drink minimum, but it has to be worth it).  This place needs to close down for a few months and reevaluate, or just go away entirely, like every other business in the AZ Center.

Oh, PS, they have never brought out our correct bill.  Always has a bunch of random crap that no one ordered on it, and the girls act all put out when we point out that no one ordered half of the bill that they're trying to charge us for.  Keep an eye out on that receipt.",review,2,4CWEM53ijX2WGLoFWfTl6w
5245,qsWxbgQwuomXvMseg23DGg,0,2011-06-07,3,WQjg-Uo5scSAjZDgdbXyXQ,1,"These fuckers charged me twice for my meal!!!! I will never go back, plus the food sucked anyhow... try wingstop or buffalo wild wings instead if you really want some good wings....",review,0,EWkkoKEaXyV6aJI-IbdcZQ
5247,qsWxbgQwuomXvMseg23DGg,0,2011-07-04,0,qEAx1BxAmVToBP4pSRtbCA,1,"I thought I would try out this location, big mistake. First parking is a nightmare. Second, I sat inside first and went unnoticed for 10 minutes. Then a fight broke out so I moved to the outside bar where there was no bartender. Twenty minutes in I was getting up to leave when waitress finally asked if I wanted a beer, a 3 dollar pbr wasn't bad so I figured why not. I felt completely ignored for 30 minutes,  will never come back. I'm halfway through my pbr and can't wait finish it so I can leave.",review,1,OMdEQrPVBiXnhExtfbyRMg
5256,qsWxbgQwuomXvMseg23DGg,0,2012-08-19,0,fcu4xc3VENU0pLGdooLI5g,1,"Waitstaff suck... Unless you have testicles. I love Hooters wings, I won't be back to this Hooters.",review,0,cZWYisGrQIuN7Guez4KGjQ
5257,qsWxbgQwuomXvMseg23DGg,0,2012-08-30,0,EORk6gViexFywer6Zedmug,1,"Had a buffalo chicken sandwich with fries and a ""side of beans.""  Absolutely horrible.  Not only were the beers over priced, but the chicken was burnt, fries were cold and the ""side of beans"" came in one of those small plastic ketchup cups, like this:  

http://www.lulusoso.com/upload/20120320/disposable_plastic_soy_sauce_cup_portion_cup.jpg

It was like a shot of beans.  They need better cooks.  Won't be going back, there's plenty of other places around downtown Phoenix to go to.",review,1,8sSyoN5BHEQVYqOTpjpMNA
5263,qsWxbgQwuomXvMseg23DGg,0,2012-12-08,0,HzNxErSCQ2FYfPCbyfHrSQ,1,"Waited over 40 minutes for a half-pound of dry ground beef; nothing ""BBQ"" about the BBQ Western burger. If the rest of the menu is the same quality, no wonder they need girls in shorts and tank tops to get customers!",review,0,zZ3V6qPihaKEIZiME1ZeeA
5266,qsWxbgQwuomXvMseg23DGg,0,2013-04-11,1,1F5853udo_1UR9xXMr0R-w,1,"Brittany, you are a TERRIBLE waitress. You should find a job that doesn't involve customer service.

My friend and I were super excited today for Wing Wednesday ($9.99 all you can eat wings). We walk in and are greeted instinctively but the female bartender who also tells us to sit wherever. I choose a table next to the double doors that leads to the outside seating area. For 10 minutes we sat there without even so much as eye contact or a smile from any of the waitresses. I see that there are two moderate groups outside (6-8 people each), but don't give it a second thought. Still no acknowledgment from anybody. After 15 minutes, my buddy walks up two managers who were fiddling with a tv monitor and 3 other waitresses surrounding them. My buddy goes, ""Umm, can we get some service??"" The female manager immediately appoints someone to go to our table. 

This blondie informs us that **Brittany** is our waitress, but she would take our first order. A few minutes after she takes our order, the lovely Brittany shows up. We had already watched this girl walk right past our table about 10 times back and forth prior to talking to the managers. She apologizes, like a child whose been forced to do so, for ""not seeing"" us. A) Simple acknowledgment would have sufficed. B) My buddy is a BIG tall guy with a mohawk wearing a bright red shirt. How the heck could she not have seen us? She then makes a pathetic attempt to explain that she got slammed, and says that she will now take our order. I tell her that our orders have already been taken. We get our first round of wings in a fair amount of time after the order was put in by Blondie. I asked for ranch and never got it. My buddy's cajun wings were too salty so he only ended up eating 6 wings. Brittany came back and only asked to refill my friend's drink. He told her Mr. Pibb, and she brought back coke. She took his plate away and didn't bother to ask if he wanted more wings since it was all you can eat. He's a big guy!!! Oh that's right. She didn't take our order so of course she didn't know. Shortly after I finished my own round of wings. Typically, the girls will see that you have finished your wings halfway and immediately ask you if you want the next round put it. No one asked us this. So I finished my wings and asked my friend if he wanted to go or keep hoping that the service will improve. BTW, those big tables were long gone by then. It was actually pretty empty by then. The whole time we just watched Brittany try to calculate her tabs and collect her tips. 

My friend wanted out, and he said he'll refuse to pay if they asked us. We head straight to the door and NO ONE bothered trying to stop us. Instead we heard Brittany,""Sorry guys."" as we left. They knew what was going on. This is the very worst service that I have ever had. I would have still tipped had we stayed til the end, but it was so terrible. My wings weren't even that great. 

If you come here, and you get a girl that is tan, has shoulder length curly hair, and is named Brittany, ask for another waitress.",review,2,y2ClTl6I-utHQ4Les8zGTQ
5267,qsWxbgQwuomXvMseg23DGg,0,2013-04-11,0,1dBtLIIrQfIc8dTGRJ6lAg,1,"Me and some friends wanted to get some lunch and decided to head over at this location. This was my first time there. We walked in and nobody greeted us at the entrance and we decided to walk over to one of the open tables. We sat down and waited for about 20 minutes for a server to come by and finally stopped one of the servers. I noticed that there were one bartender and two servers. The server told us that someone will be with us shortly. We were ok with that but it was not busy at all. then after another 15 minutes or so, I decided to walk up to the bartender and asked if we can get some service and at least get us some drinks. Finally, one of the two servers stopped at our table and took our drink and food orders. After she took our orders, we had waited close to 20 minutes and we didn't even get our drinks yet. We were there for almost an hour to get lunch and didn't even get our drinks. I got up and told the bartender that the service is bad and that we are leaving. We got up and walked away. I left this location with a bad experience and hungry.",review,0,KiByzOieG4KRlwEomYLKag
5269,qsWxbgQwuomXvMseg23DGg,0,2013-04-30,0,5l749AblgiXEHBl7TEwydw,1,Just watched a guy in a SF Giants cap flip burgers with his glove. Gross.,review,0,Y2G0ruKcVddxYnx-B09HZA
5270,qsWxbgQwuomXvMseg23DGg,2,2013-05-30,0,maEFBCDqXR5eiwHjnhgojw,1,"stopped here for a late night snack. ordered the slider burgers. the waitress asked me how i'd like them cooked, and i replied ""medium rare."" shortly, i was brought over 4 sliders that were the size of meatballs. they were all medium well to well done and they were served dry. yes, they brought me 4 pieces of overcooked meat on buns. nothing else. when i complained about it, the manager came over and informed me that was the only way to cook sliders, since they are so small, you can't make them medium rare. perhaps he thought i'd never ordered sliders before, or maybe he thought i've never cooked sliders before, but i've eaten dozens of them medium rare.  they were nice enough to take the sliders off my bill, but i still left hungry. the waitress was very nice about everything, though.",review,1,gsA7YHIlt6CxA2LYNoElNA
